,score
0,1.0
1,0.9985004027785142
2,0.996818007251479
3,0.9956761196930768
4,0.9938560415430865
5,0.9935150515754472
6,0.9917472725904325
7,0.9909164146635399
8,0.990367258618347
9,0.9897074208119382
10,0.9890400901332915
11,0.9885609670014365
12,0.9881461031620588
13,0.9878637624026975
14,0.9880471459855397
15,0.9877965599653938
16,0.9883052416886928
17,0.988759622757337
18,0.9897814725309175
19,0.990914456188573
20,0.9917824918392321
21,0.9929230878413842
22,0.9941543712396488
23,0.9952085590986794
24,0.9960840248246327
25,0.9958106434543232
26,0.9949863964915376
27,0.9943556913531375
28,0.993258259441777
29,0.9921422974110908
30,0.9918286952265706
31,0.9914714248546944
32,0.991258964415767
33,0.9911381046124789
34,0.9910533560795074
35,0.9910565560443797
36,0.990966512536911
37,0.9906235119202904
38,0.9899991828791854
39,0.9895254610264436
40,0.9894704585510363
41,0.9894948549498304
42,0.989778240613887
43,0.9898935305116955
44,0.9900590975773776
45,0.9902986186785665
46,0.9908829548486167
47,0.9913782330829051
48,0.9921159143492903
49,0.9923583339942212
50,0.9927731632638264
51,0.9928586731503656
52,0.9927659846882905
53,0.9925900520846651
54,0.9929587758441394
55,0.9928668979129854
56,0.9928554634564917
57,0.9925932139420804
58,0.9926196457284882
59,0.9927009921540906
60,0.9927519627850316
61,0.992721166672605
62,0.9933726130121855
63,0.9939454106246732
64,0.9946944998016279
65,0.9953296865605004
66,0.9954264496876998
67,0.9951357877409246
68,0.9947989246866676
69,0.9948145176287381
70,0.9946341491394128
71,0.994425373166756
72,0.9941416852634443
73,0.9942024488405873
74,0.9942229507388606
75,0.9940448636743283
76,0.9939333192840769
77,0.9937325833809896
78,0.993663858463335
79,0.9935584342691615
80,0.9933974994244913
81,0.9934865522178146
82,0.9936516997565669
83,0.9935146504750996
84,0.9932511860226417
85,0.9932434781520284
86,0.9931807309628536
87,0.9930860093445624
88,0.9931190612775223
89,0.9930268024069011
90,0.9927712768263689
91,0.9925357603158377
92,0.992272247079984
93,0.9917284877310517
94,0.991280524040987
95,0.9908041093581101
96,0.9904309550858912
97,0.9904159072995499
98,0.9902130402294272
99,0.9902031292418915
100,0.9901679584770309
101,0.9901448427224032
102,0.9901276791787909
103,0.9902006852900437
104,0.9901370460039044
105,0.9898810189863158
106,0.989709170499367
107,0.9897323131212212
108,0.9897382819931073
109,0.9896861391377542
110,0.9894182956602485
111,0.9890086658533882
112,0.9887749825873152
113,0.9883116436837349
114,0.987188794472422
115,0.9859556266715174
116,0.984812130251612
117,0.9836239462885137
118,0.9830102928405862
119,0.9823617256485877
120,0.9814771268223494
121,0.9804223684042404
122,0.9796057887071494
123,0.9784880159729281
124,0.9776934365176487
125,0.9762454976176773
126,0.9748828720944279
127,0.9742146189718468
128,0.9740420405822376
129,0.973670235815244
130,0.9730108197119236
131,0.9719378558988744
132,0.9715315625787716
133,0.9706853856058031
134,0.9698666402439519
135,0.9688023997102173
136,0.9674989195722972
137,0.9669457554908113
138,0.9670262025162073
139,0.9671555877101945
140,0.9680107625430349
141,0.9685234541086345
142,0.9688878152805817
143,0.9688993908845844
144,0.9680272054011904
145,0.967162640286421
146,0.9664189428310573
147,0.9662044252293258
148,0.9654770848214151
149,0.9654858702615249
150,0.9662943945156054
151,0.9671611781834437
152,0.9675500397279162
153,0.9674795036770042
154,0.9670442708672042
155,0.967098927940853
156,0.9670375403448258
157,0.9668865347305984
158,0.9669156479950989
159,0.9672186067639377
160,0.9673770250160648
161,0.9670843103470298
162,0.9668934935292577
163,0.9668462551152734
164,0.9676920580899683
165,0.9681694982687542
166,0.9688707204847254
167,0.9692008076406279
168,0.9698022567854121
169,0.9698437662546642
170,0.9697907242556579
171,0.9692901095443622
172,0.9686654798241626
173,0.9686329331782952
174,0.9690251838505192
175,0.9695385836797997
176,0.9702731516299381
177,0.9710517667589815
178,0.9725171683497011
179,0.9744248549067985
180,0.9753816302285715
181,0.9762134026069759
182,0.9759393347092903
183,0.9763506277554247
184,0.9768557393979258
185,0.9768906317889564
186,0.9768519066942716
187,0.9779653516500924
188,0.9800836457362367
189,0.9825616461197348
190,0.9845411990300744
191,0.9860802600441274
192,0.9877056684242971
193,0.9887442060694898
194,0.9897676741758341
195,0.9899956705309649
196,0.9901995673260616
197,0.9904624184354903
198,0.991165436360501
199,0.9914303181711548
200,0.9916787709582014
201,0.9917888995187252
202,0.9913582514145617
203,0.9912121860161682
204,0.9912695705162641
205,0.9913302250671415
206,0.9912959328782769
207,0.9911527953042718
208,0.9907396422488144
209,0.9900508440654167
210,0.9892799553066355
211,0.9884270978515718
212,0.9876806803657845
213,0.9871044806824543
214,0.9863889241128696
215,0.9851712056921369
216,0.9841934481555379
217,0.9832981957753605
218,0.982876028212017
219,0.9823906915705066
220,0.9818511005298267
221,0.9815646405973129
222,0.9816099659951361
223,0.9811817505849824
224,0.980713077737165
225,0.9799588981467152
226,0.9795529315398716
227,0.9793837152766087
228,0.9794595395511294
229,0.9790560092205285
230,0.9788437330321276
231,0.9786108609144724
232,0.977951323591592
233,0.9771126368768739
234,0.9767012054295309
235,0.9763526316759586
236,0.9759501986180757
237,0.9753615108273336
238,0.9754031202756874
239,0.9757924200535361
240,0.9757303786648197
241,0.9754287446354587
242,0.9753897197495693
243,0.9760522461841201
244,0.9768177864738478
245,0.9774432445298731
246,0.9775411174259556
247,0.978518133580415
248,0.9786965587501318
249,0.9788920717879768
250,0.9787179099243926
251,0.9781017929535226
252,0.9768162362480441
253,0.9756754109749494
254,0.9750778433654276
255,0.974797673822625
256,0.9755379983747783
257,0.9754549424923846
258,0.9755243325666385
259,0.9754850305070983
260,0.9757005716058651
261,0.9757026147570754
262,0.9758785913448891
263,0.975870876771987
264,0.9765109819554746
265,0.9754423680766301
266,0.9749740484409677
267,0.9750355094937392
268,0.975002537459514
269,0.9745388493106995
270,0.9746709743664522
271,0.9747597617978289
272,0.975623441974562
273,0.976291988130408
274,0.977184197135771
275,0.9777189707500484
276,0.9783867242142074
277,0.9783223762628867
278,0.9786012415245555
279,0.9788808379900522
280,0.978454211282417
281,0.9776352157611907
282,0.9770340490715553
283,0.976996043200883
284,0.9767124193157197
285,0.9765602824302433
286,0.9764255159583175
287,0.9767908652548587
288,0.9770335026902259
289,0.9774883958579476
290,0.977820117677304
291,0.9783846957520751
292,0.9781929913697787
293,0.9777557195254343
294,0.9786284750438674
295,0.9791439938057022
296,0.9790865126575626
297,0.9791446353737573
298,0.9789318922825524
299,0.9792712987333986
300,0.9803018195019504
301,0.9799921100108506
302,0.9800904476676784
303,0.980695705797662
304,0.9812369358987333
305,0.9814074191177379
306,0.9813624150786483
307,0.9813853033122513
308,0.9812125236546009
309,0.9808311239914782
310,0.980136852051614
311,0.9792543325223433
312,0.9782992326679636
313,0.9780555272649972
314,0.9781476680565299
315,0.9781684675007947
316,0.9785262182467412
317,0.9788664311549135
318,0.9795664053945992
319,0.9801386419193759
320,0.9807534034715343
321,0.9814013451883355
322,0.9825520942802101
323,0.9837466348246855
324,0.9849200986826943
325,0.9853904420832669
326,0.9858500145417711
327,0.9858127363093316
328,0.9857785607622453
329,0.9858338396657977
330,0.9862652490822031
331,0.9862950897935397
332,0.9862048316488797
333,0.986357657297102
334,0.9872036810563342
335,0.9877278435613696
336,0.9881384161062073
337,0.9879056009726351
338,0.9876219838189365
339,0.9872327163364911
340,0.9867821218732631
341,0.9863970291303366
342,0.9863421038071616
343,0.9858558831900887
344,0.985650037377227
345,0.9855775013055234
346,0.9855147804177936
347,0.9855073560142246
348,0.9854282575185177
349,0.9853839209242331
350,0.9856398799834201
351,0.9857942274348623
352,0.986011821049733
353,0.9858848591180098
354,0.9857601528186658
355,0.985937526634441
356,0.9858700934630934
357,0.9860387290295483
358,0.9857568098051013
359,0.9853705540135932
360,0.9851772765125649
361,0.984655190146458
362,0.9843698898761781
363,0.9841515919079045
364,0.983852139605677
365,0.9836072592572868
366,0.9839200939537176
367,0.9843501527337601
368,0.9847151019703082
369,0.9851666876944705
370,0.9859076933706263
371,0.9862305328842323
372,0.9865371378851366
373,0.9866255964059875
374,0.9866335083498579
375,0.9870032295397291
376,0.9876052278378243
377,0.9880954151816852
378,0.9882918763479358
379,0.9886743937284972
380,0.9891560856360907
381,0.989555581072166
382,0.990067818163993
383,0.9905738302888403
384,0.9909696445512154
385,0.9914043659037205
386,0.9916958696219537
387,0.9916976880864622
388,0.9918764198548699
389,0.9919907051854876
390,0.9919428454724096
391,0.9918327832845963
392,0.9917248207084449
393,0.9917521629218646
394,0.9919595144368003
395,0.9921246223347554
396,0.9920399249471002
397,0.9916848814132381
398,0.9915528340203228
399,0.9916204545120807
400,0.9915280181514232
401,0.9907883824828465
402,0.989541514847635
403,0.988726123050311
404,0.9879872881775025
405,0.9874851780515872
406,0.9869315758759337
407,0.9864713493630616
408,0.9855861822532659
409,0.9848514437450829
410,0.9844430519594722
411,0.9843400037992066
412,0.9843107058976612
413,0.9840646729064362
414,0.9841194549222185
415,0.9845878616795976
416,0.9850851796460047
417,0.985893548605764
418,0.9866948322188156
419,0.9874815285602562
420,0.9883208855401167
421,0.9887001816638646
422,0.9891088325175075
423,0.989468230119022
424,0.9896404595042607
425,0.9897159216892318
426,0.9897699080609195
427,0.9897787261047952
428,0.9900606129293577
429,0.9902235379139052
430,0.9906474783214438
431,0.9909365987777659
432,0.9911988838761469
433,0.9913764677120526
434,0.9915735860543725
435,0.9918404612206883
436,0.9919110714654918
437,0.9922050199594915
438,0.992549857716368
439,0.9923047611413269
440,0.9921085482869102
441,0.9919765987366752
442,0.9920130126012956
443,0.9921807781780622
444,0.9919929313988868
445,0.9922490433016612
446,0.9924196782090511
447,0.9923150602097677
448,0.9922422024691793
449,0.992062031320014
450,0.9921000230001004
451,0.9920667969247958
452,0.9921237239869323
453,0.9923142910282758
454,0.9927273010743669
455,0.9935361030763121
456,0.9940445137764804
457,0.9943316466648571
458,0.9945146267932108
459,0.994891168110687
460,0.9948145590811109
461,0.9939976524076887
462,0.9923500239685802
463,0.9900986901635261
464,0.9873932408298179
465,0.9852421022280975
466,0.9827617209763602
467,0.9802444574163955
468,0.9787552242670904
469,0.9784522718913086
470,0.9782878301846437
471,0.9780216709434535
472,0.9774397264786019
473,0.9773658292500425
474,0.9774537844143154
475,0.9769836070310537
476,0.9766514623574735
477,0.9763545997370588
478,0.9766381206986675
479,0.9766431343283069
480,0.9760712432315509
481,0.9752210582793659
482,0.9750582990347967
483,0.9747496137254918
484,0.9741591726666239
485,0.9734089293646907
486,0.9735914004579386
487,0.9736795018668035
488,0.9737174555141597
489,0.97287002092109
490,0.9718158310494167
491,0.9710902929326378
492,0.9699825237348962
493,0.9686081035492362
494,0.9674799212523423
495,0.9665044063225332
496,0.9669767142903937
497,0.9667382994929024
498,0.9669178506706232
499,0.9675973266065316
500,0.9689462099955802
501,0.9700553659091975
