,score
0,0.9665449621160047
1,0.9789232810273659
2,0.970850501790337
3,0.9687941792513649
4,0.9718458932889824
5,0.9682631304190072
6,0.9698631754109276
7,0.9778624888927904
8,0.9634647008993072
9,0.9621252761521597
10,0.9674403755415982
11,0.975569097054621
12,0.9782010603152221
13,0.9781580205036594
14,0.9658777697340356
15,0.9672286299616965
16,0.9644241261027782
17,0.960942415310916
18,0.9608327062241147
19,0.9605799819692298
20,0.9606738962726048
21,0.9637584756833959
22,0.9776509400048511
23,0.9786031916353055
24,0.9804038014327776
25,0.9775387811816112
26,0.9784117418291244
27,0.9771699464217495
28,0.9860711924447232
29,0.9738188251435195
30,0.9741750518888007
31,0.977317352648275
32,0.9800875473199488
33,0.9897329729538284
34,0.9927537943698806
35,0.9910891987984654
36,0.9920548555279994
37,0.9911924727142117
38,1.0
39,0.9985478594337988
40,0.990910978986769
41,0.9883035783467763
42,0.9800609712165166
43,0.972208182809737
44,0.9796104227774105
45,0.9684202194651299
46,0.961801585653707
47,0.9621150068009632
48,0.9587355705519585
49,0.9604853608163706
50,0.9644896960832215
51,0.9577533161288121
52,0.9593610781315717
53,0.9575967130584229
54,0.9541297794591753
55,0.956389487659414
56,0.9534456710459293
57,0.9579514993500594
58,0.9577514764200168
59,0.9548126529219434
60,0.9543270465768415
61,0.9561204680872997
62,0.9544774219620945
63,0.9618257308248738
64,0.959730863920595
65,0.9630455418305123
66,0.973477698951826
67,0.9740502336905303
68,0.9753513829357782
69,0.9799093761134117
70,0.975455670441392
71,0.973945720165218
72,0.9712784394849813
73,0.9606821824948587
74,0.9614642753144494
75,0.9577644628969122
76,0.9583336109018863
77,0.9590484675584211
78,0.9623684464709323
79,0.9639557453244816
80,0.9756900820933231
81,0.9825151729275781
82,0.9838602018911694
83,0.9860488094913225
84,0.9830438318153666
85,0.9805547167271293
86,0.9775410399553279
87,0.9641994578142852
88,0.9590141910458961
89,0.9596724917868369
90,0.9549906500043511
91,0.9578557479285614
92,0.9699340154842548
93,0.9700656763863753
94,0.9781327988019431
95,0.9726404185536196
96,0.971387676931163
97,0.9772425411841674
98,0.9719761208603901
99,0.9616033043363523
100,0.9589909132427468
101,0.9559521412575355
102,0.9604076361724166
103,0.9625657042701045
104,0.9551734794987377
105,0.9599352024836312
106,0.9707101838953445
107,0.9790578833046955
108,0.9726283740296278
109,0.9696390639231895
110,0.979051660066082
111,0.981173621952039
112,0.9799421341272372
113,0.9715695290799446
114,0.9643102644681233
115,0.9737715851140994
116,0.974734564960983
117,0.9651658280106884
118,0.9624117911314298
119,0.970540951980478
120,0.9768104725512126
121,0.9753205915523714
122,0.9761994186403763
123,0.9878061531995005
124,0.9901398924050528
125,0.9946387008119777
126,0.9928880447207171
127,0.9932550620144833
128,0.9949097796090598
129,0.9976425113157262
130,0.9880785408834432
131,0.9897100611308604
132,0.9857190024386397
133,0.9845375489854095
134,0.9768140837947756
135,0.9742599953880021
136,0.9642388894734829
137,0.959262868258454
138,0.9649913499646835
139,0.9710717728002864
140,0.9737535652457031
141,0.9745963626251603
142,0.9848144764369048
143,0.981670211281747
144,0.9823591153065923
145,0.9761221534311397
146,0.9775359161032207
147,0.9704558157693044
148,0.978540804456172
149,0.9723569281147287
150,0.9748952553061705
151,0.9735217996283926
152,0.9767979696480741
153,0.9749068772603146
154,0.974920905542796
155,0.9682796626997002
156,0.9645974062025332
157,0.9610437568408301
158,0.9606455645850027
159,0.9633819506865199
160,0.9636450344377221
161,0.9742619637149439
162,0.9712336852900352
163,0.9844854549027356
164,0.985659677736371
165,0.9846018250530312
166,0.9811271729577352
167,0.9799215680233759
168,0.9749693572408463
169,0.9724700642579968
170,0.9636497308232861
171,0.9631081261870833
172,0.9628922251844484
173,0.9882008601861657
174,0.9917308169636251
175,0.9393537831116058
176,0.9604157021473102
177,0.9470554224007192
178,0.9423326211268415
179,0.9588011598271825
