,score
0,0.9865441465878335
1,0.9885214924959647
2,0.98898579760046
3,0.985156159472404
4,0.9808275509912455
5,0.9785026199330441
6,0.9794004685841305
7,0.979960096381272
8,0.9802921233280606
9,0.981497953289937
10,0.9844459225069326
11,0.9871108695048378
12,0.9857597099670128
13,0.9842109636559422
14,0.9895127506312067
15,0.9903676404757104
16,0.9838081350957636
17,0.9852902047235425
18,0.9857409900819764
19,0.9892073169415471
20,0.9884152394492335
21,0.9870564965647745
22,0.9878884661809652
23,0.9904273990919253
24,0.9907101725516715
25,0.9920619012845266
26,0.9903889683919932
27,0.9893252022155512
28,0.9888412834918059
29,0.9877170309078772
30,0.9892320047222648
31,0.9817180573067459
32,0.9832611184643824
33,0.9854036558012286
34,0.9877997616541282
35,0.9876724673170207
36,0.9860110887108133
37,0.9824677550879791
38,0.9845630443520518
39,0.9826002481588539
40,0.9846026626954378
41,0.9821518857302627
42,0.9824775804801039
43,0.9784441359294794
44,0.979374434172805
45,0.9782140363739209
46,0.9772018668127059
47,0.9773931948498127
48,0.9815496968540622
49,0.9752546616105139
50,0.9744949331733249
51,0.973811329437344
52,0.9770533499656614
53,0.9759090643088003
54,0.9765008353489578
55,0.9752767911718385
56,0.9817276732464515
57,0.985615478911601
58,0.9882563823190127
59,0.9880768705735294
60,0.9892422352978418
61,0.9910807808551676
62,0.9916450570249704
63,0.9903406851232309
64,0.9895781688921879
65,0.9892788193506481
66,0.988314684110145
67,0.9854751616684128
68,0.983747238159629
69,0.9825496616580957
70,0.9835475208304153
71,0.9836423236466824
72,0.9825229382648925
73,0.9867666930334392
74,0.9889929880234791
75,0.9915579242603052
76,0.9920046185062936
77,0.988905050153973
78,0.987215470996438
79,0.9900738769356829
80,0.9872468076377571
81,0.9877366662895701
82,0.9865727083709261
83,0.9844171958169939
84,0.9839297074403407
85,0.9776177635553922
86,0.978317286535145
87,0.9795486740941293
88,0.9833585169736885
89,0.9818811464863912
90,0.9785241726301425
91,0.9791339817584794
92,0.9860222861836567
93,0.9832699790589688
94,0.9810921101096123
95,0.980147608521851
96,0.9811222330001912
97,0.9798628187374441
98,0.977706133425145
99,0.9777924431881275
100,0.9785868007338737
101,0.9779903426720505
102,0.9751378033643117
103,0.9789846110409939
104,0.9795586854557202
105,0.985278453857206
106,0.9853833063293463
107,0.9837694082773464
108,0.9868030330069635
109,0.9868183611932301
110,0.985037437339617
111,0.986867429404835
112,0.9849469824398872
113,0.9870611542985019
114,0.9859061558799705
115,0.9831839612331693
116,0.984717657825111
117,0.9828536450772342
118,0.9824333785014824
119,0.9809827456030716
120,0.9782511370851855
121,0.9817527437667642
122,0.984033657422185
123,0.9828216654472934
124,0.986217985416058
125,0.9851968366010693
126,0.9868072481271762
127,0.9864505015198435
128,0.9823169107994029
129,0.9851429081219104
130,0.9859725370940684
131,0.9864606158976439
132,0.9872574503977548
133,0.9862584504559387
134,0.9857866888321589
135,0.9901181395764135
136,0.9852999743646924
137,0.984364677957149
138,0.9854261493912653
139,0.9854704276331436
140,0.9848264644783171
141,0.9875799388836916
142,0.9850971720723598
143,0.9928133496158781
144,0.994309133750386
145,0.9903444816149756
146,0.9899285563750184
147,0.990189296814502
148,0.9891535857628447
149,0.9888195600704889
150,0.984199301628257
151,0.980713637503111
152,0.982121639041557
153,0.979319520389308
154,0.9757809935285255
155,0.9771938292281999
156,0.9736285055900927
157,0.9723479580609841
158,0.977295598643892
159,0.9774803997919564
160,0.9778005512831294
161,0.981192914579684
162,0.9799841012615597
163,0.9865574526025175
164,0.9874831997995069
165,0.985870107815191
166,0.9840046765860883
167,0.9830373210060787
168,0.9839267317496458
169,0.9792820473228566
170,0.9802389955891107
171,0.9805570107064371
172,0.9807658248883614
173,0.9726465047984518
174,0.9806178443728243
175,0.9523540795069406
176,1.0
177,0.9876989785404102
178,0.9905634539593801
179,0.9642429946689303
